source,name,slug,alias,type,status,description,universe,categories,stories,places,affiliates
Chapter 12 (Kids Version),Julius Rains,julius-rains,,Individual,published,A kid that often follows Spitfire Pumpkin along on his adventures. He is an orphan and often dreams of traveling to another world.,Kids,Kids,,,
Chapter 12 (Kids Version),Maggie Stonewell,maggie-stonewell,,Individual,published,"A curious kid that follows Spitfire Pumpkin on his adventures, she ran away from home for a night where she spent years in Spitfire Pumpkin’s world.",Kids,Kids,,,
Chapter 12 (Kids Version),Conrad Millow,conrad-millow,,Individual,published,"Title: Son of Tonik

A mysterious kid that discovers Spitfire Pumpkin’s presence. Although much to the dismay of Julius, he attracts the attention of Maggie and is supportive of her running away. He knows martial arts and carries the sigil of Tonik.",Kids,Kids,,,
Chapter 3 (Humans),Aurelia,aurelia,,Individual,published,"Title: Princess

A beautiful princess, Aurelia was named after the world of which many believed her to be from. She was the most sought out woman in the world and thought of herself as just an ordinary girl. During a war of her country and Atlantis, Aurelia escaped to the mountains with several of her subjects never to be seen or heard from again. Her whereabouts remains unknown with many believing she became a Egyptian Queen and other believing her to become the last royal figure of Atlantis after marrying its last king.",Main Universe,Humans,,,
Chapter 3 (Humans),Zelina,zelina,,Individual,published,"Young girl that was saved by Zane, she is the primary reason behind Zane becoming a hero and embracing his angelic nature.",Main Universe,Humans,Elite Force,,
Chapter 3 (Humans),Avita,avita,,Individual,published,"During his moments as a soldier amongst the demonic army of hell, Zane saved Avita and from this moment she inspired him to become a soldier of good and save those that otherwise can’t protect themselves. She is the major focul point in Zane’s backstory.",Main Universe,Humans,Elite Force,,
Chapter 3 (Humans),Edmund Jackson,edmund-jackson,,Individual,published,"Title: Journalist

A human that sees Blaze first attempt at using his speed and gives him the name Blaze. He is a journalist and writes about the Blaze and his superhero efforts.",Main Universe,Humans,New Society of Super Heroes,,
Chapter 3 (Humans),Jackson Owens,jackson-owens,,Individual,published,"Title: Father of Samuel Owens

Father of Samuel Owens, he is captured and later killed by the Army of Chaos",Main Universe,Humans,Elite Force,,
Chapter 3 (Humans),Cash “William” Johnson,cash-william-johnson,,Individual,published,"Title: Salesman

Is a salesman that appears throughout the comics as a comic relief in most dangerous plots. He would sell anything at any time for a buck and would appear almost immediately if he feels something is valuable. Because of his rude nature at times, most of his attempts are thwarted by a major character at the point of him trying to sell something.",Main Universe,Humans,,,
Chapter 3 (Humans),Juliana Williamson,juliana-williamson,,Individual,published,"Student at the University of London in the early 1900s, she died in late 1952 due to lung cancer. She was friends with Kylie Lazaron when the two went to college together.",Main Universe,Humans,Spell Reign,,
Chapter 3 (Humans),Landry Bost,landry-bost,,Individual,published,"Assistant to Cash “William” Johnson and loyal friend, although he doesn’t agree with any of Cash’s motives, he does stick with him even when they are abducted by aliens and threaten. He is usually the solid thinker when Cash Johnson isn’t thinking straight. Along with Cash, he appears when something isn’t right and often acts as a comedic relief.",Main Universe,Humans,,,
Chapter 3 (Humans),Lazarus,lazarus,,Individual,published,"Title: scholar

Ancient scholar that wrote the stories of the fallen Elitshian Empire, he wrote about its beautiful lands and from his writings, he inspired many future scholars to go on a search of the once standing city. He existed sometime between 45 b.c to 100 b.c",Main Universe,Humans,King of Kings,,
Chapter 3 (Humans),Lucius,lucius,,Individual,published,"Title: General in the Elitshian Army

One of the many generals in the Elitshian Army, he is probably the most known next to Magnus because of his unusual fighting techniques. Although badly criticized by his fellow soldiers. He won every battle he entered; he would later die of syphilis from a prostitute given to him by an enemy of his.",Main Universe,Humans,King of Kings,,
Chapter 3 (Humans),Magnus,magnus,,Individual,published,"Title: General in the Elitshian Army

One of the many generals of the Elitshian Army, he was probably best known for leading the Elitshian Army into a successful battle against the Roman Empire. He would die of scabies and his son; Marcellus would carry his honor as new general of the Elitshian Army.",Main Universe,Humans,King of Kings,,
Chapter 3 (Humans),Marcellus,marcellus,,Individual,published,"Title: Leader of the Elitshian Army

Son to Magnus & Abelia, he took over his father’s army after his death. He was known to be a brute and easily angered leader. He killed many of his subjects to better position himself as a force dared to go up against. From his reign he would later die of old age and lived for 80 years as a leader and often enemy of the Elitshian Army.",Main Universe,Humans,King of Kings,,
Chapter 3 (Humans),Augustus Devale,augustus-devale,,Individual,published,Scientist and brother to Connor Devale (also known as Vipor),Main Universe,Humans,,,
Chapter 3 (Humans),Theodore Austin,theodore-austin,,Individual,published,"All-star baseball player in the 1990s before his mysterious disappearance which shook a nation. He returned later unaged and continued to play baseball with a new team nearly 20 years later. He went to win two games, receive his own statue for his miraculous return. His disappearance is still mystery although his UFO obsessed parents believe that it was due to aliens, partially because he doesn't remember what happened to him in the last 20 years and how he hasn't aged a day.",Main Universe,Humans,Outer World,,
Chapter 3 (Humans),Viviana Owens,viviana-owens,,Individual,published,"Title: Mother of Samuel Owens

Mother of Samuel Owens, captured by the Army of Chaos",Main Universe,Humans,Elite Force,,
Chapter 3 (Humans),Atticus Strong,atticus-strong,,Individual,published,"Title: Inventor

A scientist and father to Kia Strong (also known as Soundcage), his company has since created several experiments that has turned out evil, he left the company after finding out exactly what they were up to. The company is the same company that caused several mutated experiments that often fights the team Waveform.",Main Universe,Humans,,,
Chapter 3 (Humans),Andreas Bowen,andreas-bowen,,Individual,published,"Hispanic man that often speaks his language when hes in danger, he is a comic relief that has little courage when faced with a fight. He appears at various times throughout many character battles and missions, almost at instant random moments.",Main Universe,Humans,,,
Chapter 3 (Humans),Aeliana D’strange,aeliana-dstrange,,Individual,published,She was born into slavery and appeared to Dustin in one of his visions as someone that passed away almost two hundred years ago.,Main Universe,Humans,Lifestyle,,
Chapter 3 (Humans),Ace Richardson,ace-richardson,,Individual,published,"Title: Kylie Lazaron’s love interest

The boy that Kylie saved when she was in her final year of school. She fell in love with him and they briefly dated into their first year of college until he found out who she was and started spreading rumors about her around campus.",Main Universe,Humans,Spell Reign,,
Chapter 3 (Humans),Abelia Cast,abelia-cast,,Individual,published,"Title: ex-wife to Magnus & mother of Marcellus

Ex-wife to Magnus and mother to Marcellus, she appeared as a faithful wife with no wrongdoings, however her appearance is how she managed to stay with wealth. She was called the Whore of Lostazia. From her she gave birth to several children, all of which were later murdered because of them being born out of wedlock. She contracted several diseases in her time and even gave scabies to her husband. She was murdered by him after he found out of her betrayal, he died days later.",Main Universe,Humans,Lifestyle,,
Chapter 3 (Humans),Antonius Mugana,antonius-mugana,,Individual,published,"Title: Legacy Fighter Mechanic

One of the Legacy Fighters that uses his mechanic skills to build very powerful vehicles and weaponry for his team.",Main Universe,Humans,Afterworld,,
Chapter 3 (Humans),Apollos Riverdan,apollos-riverdan,,Individual,published,"Title: Legacy Fighter & Destroyers opposer

A rebellious fighter who opposes both the Legacy Fighters & Legacy Destroyers, he has advance technology that he uses to fight his opponents.",Main Universe,Humans,Afterworld,,
Chapter 3 (Humans),Axel Bucanen,axel-bucanen,,Individual,published,"Title: Freedom Rider

Freedom Rider and father to Valentina Bucanen, as member and leader of the Freedom Rider, Axel uses old world weapons fight his enemies.",Main Universe,Humans,Afterworld,,
Chapter 3 (Humans),Caius Reings,caius-reings,,Individual,published,"Title: Legacy Fighter

One of the Legacy Fighters, he uses his technology enhanced speed to defeat his opponents.",Main Universe,Humans,Afterworld,,
Chapter 3 (Humans),Isabella Richardson,isabella-richardson,,Individual,published,"Title: Freedom Fighter

Scientist and member of the Freedom Fighters current generation. She is the rational thinker of the group and the calm one in the face of danger.",Main Universe,Humans,Afterworld,,
Chapter 3 (Humans),Jack Spindle,jack-spindle,,Individual,published,"Title: Leader of the Legacy Fighters

Leader of the Legacy Fighters and main antagonists to the Freedom Fighters. He is the love interest to Valentia, his fellow team member.",Main Universe,Humans,Afterworld,,
Chapter 3 (Humans),Jesse Peterson,jesse-peterson,,Individual,published,"Title: Ally of the Legacy Fighters

Handsome man with military experience, he uses his rash thinking to fight any enemy, along with Jack and Caius he leads the group of Legacy Fighters on missions.",Main Universe,Humans,Afterworld,,
Chapter 3 (Humans),Marius Rempul,marius-rempul,,Individual,published,"Title: Legacy Destroyer

One of the many Legacy Destroyers, he is also the youngest of the team.",Main Universe,Humans,Afterworld,,
Chapter 3 (Humans),Maximus Am,maximus-am,,Individual,published,"Title: Legacy Fighter

One of the Legacy Fighters and often compared enemy to Quintus Olmgrude.",Main Universe,Humans,Afterworld,,
Chapter 3 (Humans),Primus Rage,primus-rage,,Individual,published,"Main antagonists to the Legacy Fighters, he rules the Eastern and Southern parts of Legacy City with an iron fist. He is commander of the Legacy Destroyers.",Main Universe,Humans,Afterworld,,
Chapter 3 (Humans),Quintia,quintia,,Individual,published,"Title: Legacy Destroyer

Skilled arsonist that loves fire and burning stuff down. She is ally of Quintus.",Main Universe,Humans,Afterworld,,
Chapter 3 (Humans),Quintus Olmgrude,quintus-olmgrude,,Individual,published,"Title: Legacy Destroyer

One of the strongest Legacy Destroyers, he is a big guy with technology advanced muscles and strength.",Main Universe,Humans,Afterworld,,
