source,name,slug,alias,type,status,description,universe,categories,stories,places,affiliates,age,abilities
Eliteverse-Heroes-Villains-A-G,U’vidan,uvidan,Solum,Individual,published,"Age: 2 billion years old

During the moments of the first wave of cosmic energy, U’vidan was born with the assistance of The World Destroyer. He was a being of pure cosmic energy, his body destroyed during birth because of the rays omitting from his insides. His new body is made of an unknown alloy that exists in a pocket dimension hidden from others including his creator. He assists The World Destroyer on his conquest to another plane stealing the life from planets and stars of unworthy.",Main Universe,Heroes,,,Cosmic Force,,Unlimited cosmic powers; Like his siblings is omniscient; Nigh-omnipotent; Omnipresent
Eliteverse-Heroes-Villains-A-G,Billian,billian,Silver Blade,Individual,published,"Age: 2 billion years old

Billian is also called the Silver Blade because of a sword he forged from the power of the first star. He joined The World Destroyer in hopes to destroy other dying stars and planets to gather their energy to make he much stronger. Unlike the other members of the Cosmic Force, he was not born of World Destroyer however to the Ensimmäinen Kuolemattomia “First Immortals”. He uses his giant sword which stretches as far as the milky way and can be used to destroy galaxies, his powers are infinite and from his body he can create other objects made of cosmic energy through mental focusing.",Main Universe,Heroes,,,Cosmic Force,,Cosmic Manipulation; Object creation through Cosmic Energy
Eliteverse-Heroes-Villains-A-G,Cosmic Soldiers,cosmic-soldiers,,Team,published,One of the teams chosen by the great High Council to protect the properties of the heavens. The Cosmic Soldiers were chosen at birth to unite and protect the solar system from ongoing threats to Earth and its inhabitants.,Main Universe,Teams,,,,,
Eliteverse-Heroes-Villains-A-G,Au Boniku,au-boniku,Cosmic Soldier of the Cosmos,Individual,published,"Age: 28 (at the time of her appearance)

Representing the Cosmos in general, Au is the appointed soldier that was given power over the cosmos and everything in it. She came to Earth to protect it from a giant creature that plagued mankind in its early times. Although she left after destroying the creature, her legend lives on in all future heroes as she along with two others fought this being saved the world for a hundred more years.",Main Universe,Heroes,,,Cosmic Soldiers,,Cosmic Power
Eliteverse-Heroes-Villains-A-G,Draka Pinoune,draka-pinoune,Cosmic Soldier of the Planets,Individual,published,"Age: 26 (at the time of her appearance)

Being able to control the Air, Earth, Water, and Fire, Draka was one of the remaining Martians however when her home world became uninhabitable. Draka left with her people. She found the Cosmic Stone while on a nearby world and return to this solar system in hopes to revive her planet. She partially succeeded and allowed her people a few more hundred years on the now red planet. She became the Cosmic Soldier of Planets and had a post on each planet in our solar system. It is said that she is still out there bringing peace to the planets in this solar system.",Main Universe,Heroes,,,Cosmic Soldiers,,Power over the four elements
Eliteverse-Heroes-Villains-A-G,Dandulus Vilu,dandulus-vilu,Cosmic Soldier of the Sun & Moon,Individual,published,"Age: 987 years old (at the time of his first appearance)

He was born on the moon and has taken the name the man on the moon. He was visited by humans once when traveling to the moon. Because of his home being covered in shadows on the moon, everyone would forget about his presence thus considering him a fairytale. His suit of armor contains the power of the Cosmic Stone and would assist in protecting the galaxy from intruding forces of darkness.",Main Universe,Heroes,,,Cosmic Soldiers,,Power of moonlight; Healing; Immortality; Enhancing of other abilities
Eliteverse-Heroes-Villains-A-G,Cosmic Void,cosmic-void,,Individual,published,,Main Universe,Heroes,,,Cosmic Soldiers,,
Eliteverse-Heroes-Villains-A-G,Cosmic Bomb,cosmic-bomb,,Individual,published,,Main Universe,Heroes,,,Cosmic Soldiers,,
Eliteverse-Heroes-Villains-A-G,Force of the Gods,force-of-the-gods,,Individual,published,,Main Universe,Heroes,,,Cosmic Soldiers,,
Eliteverse-Heroes-Villains-A-G,Universe Scream,universe-scream,,Individual,published,,Main Universe,Heroes,,,Cosmic Soldiers,,
Eliteverse-Heroes-Villains-A-G,Circus Family,circus-family,,Team,published,A group of kind yet often rambunctious group of young adults with the abilities of animals.,Main Universe,Teams,,,,,
Eliteverse-Heroes-Villains-A-G,Dexter Randers,dexter-randers,Frogman,Individual,published,"Usually dispelled because of his appearance, Dexter has always been considered the most disliked person. During high school, Dexter’s body begun a transformation mostly because a severe mutation which caused him to become Frogman. During his later years, Dexter also became part of the Circus Family.",Main Universe,Heroes,,,Circus Family,20,Frog like appearance; Extended tongue
Eliteverse-Heroes-Villains-A-G,Jessica Yantis,jessica-yantis,Toad Girl,Individual,published,"Wife to Dexter in his adult years while apart of the Circus Family, Jessica Blanks was considered the most beautiful person at her school until her mutation caused her to be dispelled. She hid herself from her friends and family members and left without a trace, joining the Circus Family in the process.",Main Universe,Heroes,,,Circus Family,20,Scaly skin; Acid spit
Eliteverse-Heroes-Villains-A-G,Brinda Maydover,brinda-maydover,Animal Whisperer (rarely known by this title),Individual,published,"While playing in the fields behind her house, Brinda discovered her unique abilities to talk to animals after almost being killed by a wild lion. Although keeping it a secret from everyone, Brinda uses her abilities to put on shows and help others with the help of animals. In one story during Chapter 30, Brinda is a part of the Circus Family.",Main Universe,Heroes,,,Circus Family,29,Can talk to animals
Eliteverse-Heroes-Villains-A-G,Kira Banks,kira-banks,Beast Woman,Individual,published,"Kira Banks was one of the prominent members of The Circus Family and for a while one of its leaders. Born in 2034, Kira took her title as Beast Woman after the legendary Beast Girl before her and knew she shared similarities. The main difference is that Kira could communicate to animals in addition to sonic hearing, smell, strength, & vision.",Main Universe,Heroes,,,The Circus Family; Circus Family,23,Beast like appearance; Enhanced hearing; Strength; Agility; Smell; Vision; Talk to animals
Eliteverse-Heroes-Villains-A-G,Cosmic Bubble Attack,cosmic-bubble-attack,,Individual,published,,Main Universe,Heroes,,,Circus Family,,
Eliteverse-Heroes-Villains-A-G,Cosmic Charge,cosmic-charge,,Individual,published,,Main Universe,Heroes,,,Circus Family,,
Eliteverse-Heroes-Villains-A-G,Cosh-kitar,cosh-kitar,,Team,published,"Once a powerful royal family that ruled over Northern Elitshia. The Cosh-kitar was known for enchanting their belongings and cursing their realms to repel those that wish them harm or to steal from them. The royal family knew of the fall of their kingdom, so they cast a spell upon their kingdom, sending them and their loyal subjects into the future as citizens of future earth. In the modern day society, the Cosh-kitar resides in Sacramento, CA as a wealthy family who owns a clothing label.",Main Universe,Teams,,,,,
Eliteverse-Heroes-Villains-A-G,Kitall-kitar,kitall-kitar,Cosh-Kitar,Individual,published,"Age: Varies

Kitall is the king that thought of nothing else but his wealth. Often overlooking his family and even placing them in danger for the price of money and fame. He was partially responsible for his kingdom’s fall. He often can be seen surrounded by his jackals which are made of pure gold and has the souls of actual dogs.",Main Universe,Heroes,,,Cosh-kitar,,Enchantments; Unlimited magical abilities
Eliteverse-Heroes-Villains-A-G,Venj-kitar,venj-kitar,Cosh-Kitar,Individual,published,"Age: Varies

Wife of Kitall, she had an affair that Kitall never knew of. Her affair resulted in two children which she imprisoned in another dimension. Her daughter that she sealed away in the dimension got pregnant by her eldest son Perule and to hid the fact that they were related. She killed the infant and locked the girl away within a dimension of which she is now separated from her brother and anyone else.",Main Universe,Heroes,,,Cosh-kitar,,Enchantments; Unlimited magical abilities
Eliteverse-Heroes-Villains-A-G,Perule-kitar,perule-kitar,Cosh-Kitar,Individual,published,"Age: Varies

Unknowngst to him, he got his sister pregnant although he didn’t know she was his sister because of his mother Venj hid her away out of secrecy of an affair. To keep his name clean and to protect the image of his wealthy status. He hid the child away but believed the mother’s child ran away with the child, although in reality his mother killed the child once she found out about this.",Main Universe,Heroes,,,Cosh-kitar,,Enchantments; Unlimited magical abilities
Eliteverse-Heroes-Villains-A-G,Maura-kitar,maura-kitar,Cosh-Kitar,Individual,published,"Age: Varies

Rebellious, Maura had sex with over 105 different boys from her upstate private school including three of her teachers. She is known around campus but her sex life remains a secret off campus because of a spell she placed on each of the men to not be able to speak of it off grounds.",Main Universe,Heroes,,,Cosh-kitar,,Enchantments; Unlimited magical abilities
Eliteverse-Heroes-Villains-A-G,Kiola,kiola,Cosh-Kitar,Individual,published,"Age: Varies

Secret daughter to Venj and a human man she met while shopping for clothes. Kiola was banished to another dimension by her mother because of the fact she was born out of wedlock. She managed to come back to Earth only to get banished again after meeting and getting pregnant unknowing by her unknown half brother.",Main Universe,Heroes,,,Cosh-kitar,,Enchantments; Unlimited magical abilities
