source,name,slug,alias,type,status,description,universe,categories,stories,places,affiliates,options
Chapter 13 (Monsters),Barastian Celestial,barastian-celestial,,Monster,published,"Appearance: Cat like angel w/seraph features & 14 wings, rides on glowing orb & pearls around body

This high angel descended from the heavens during the great war. It provided mankind with the gift of armory and taught them how to talk to the spirits.",Main Universe,Monsters,,,,Types: Light; Types: Soldier; Level: Extreme
Chapter 13 (Monsters),The Second Blessed,the-second-blessed,,Monster,published,Male elf like baby w/long cloths around its body & floating on giant pearl,Main Universe,Monsters,,,,Types: Light; Level: Enrage
Chapter 13 (Monsters),Light Praiser,light-praiser,,Monster,published,"Blue pale female warrior w/amazon attire & sword, bald head, jewels on outer robe",Main Universe,Monsters,,,,Types: Light; Level: Battle
Chapter 13 (Monsters),Dark Praiser,dark-praiser,,Monster,published,"Red pale male w/bald head & pearl on forehead, warrior attire with robe underneath",Main Universe,Monsters,,,,Types: Light; Types: Shadow; Level: Battle
Chapter 13 (Monsters),Warrior Angel,warrior-angel,,Monster,published,"Male angel w/armor, cloths around its body, & wings on its ears",Main Universe,Monsters,,,,Types: Light; Types: Soldier; Level: Battle
Chapter 13 (Monsters),Sapphire Angel,sapphire-angel,,Monster,published,"Angel w/giant blue wings, horns, & sapphires around its skin, partial armor",Main Universe,Monsters,,,,Types: Light; Level: Battle
Chapter 13 (Monsters),Sprite Angel,sprite-angel,,Monster,published,Fairy like angel w/body made of water & giant pearl on its chest & tail,Main Universe,Monsters,,,,Types: Light; Types: Aqua; Level: Battle
Chapter 13 (Monsters),Cast Of Light,cast-of-light,,Monster,published,Giant orb of light w/troll inside of it (with giant black wings & horns),Main Universe,Monsters,,,,Types: Light; Level: Extreme
Chapter 13 (Monsters),Missionary Of Good,missionary-of-good,,Monster,published,"Male warrior w/gold, black, blue, green armor, long spiky hair, giant gun, & elfish ears",Main Universe,Monsters,,,,Types: Light; Types: Soldier; Level: Battle
Chapter 13 (Monsters),Demon Eater,demon-eater,,Monster,published,"Giant troll like creature w/wires from fur, giant eyes, fangs, claws, giant spiky tail, giant cat like ears, computer screen on its back",Main Universe,Monsters,,,,Types: Light; Types: Virus; Level: Battle
Chapter 13 (Monsters),The Chosen One,the-chosen-one,,Monster,published,"ABILITY (Have the ability to become any level/type of opposing creature)

Short white haired boy w/long cloaked, elfish ears, fangs, black eyes, & tail",Main Universe,Monsters,,,,Types: Light
Chapter 13 (Monsters),The Cloak Minister,the-cloak-minister,,Monster,published,"Evolves from: The Chosen One

Adult version of THE CHOSEN ONE w/book of spells, light straps wrapped around body, spiky white hair",Main Universe,Monsters,,,,Types: Light
Chapter 13 (Monsters),Child Of Destiny (Past),child-of-destiny-past,,Monster,published,"Short boy w/wings on elbows, risk, neck, ears, & ankles, cloths around waist",Main Universe,Monsters,,,,Types: Light; Level: Enrage
Chapter 13 (Monsters),Child Of Destiny (Present),child-of-destiny-present,,Monster,published,"Fat man sitting on flying carpet w/long colorful cloak, bushy hair (with food decorating it), staff (with flame on tip)",Main Universe,Monsters,,,,Types: Light; Level: Enrage
Chapter 13 (Monsters),Child Of Destiny (Future),child-of-destiny-future,,Monster,published,Cloaked demon like grim reaper creature w/sickle & giant claws,Main Universe,Monsters,,,,Types: Light; Level: Enrage
Chapter 13 (Monsters),Blade Of Hope,blade-of-hope,,Monster,published,"Giant glowing transparent creature w/giant fangs, long tail, claws wrapped around a giant sword",Main Universe,Monsters,,,,Types: Light; Level: Battle
Chapter 13 (Monsters),Dream Sprites,dream-sprites,,Monster,published,"Pig like creature glowing when its night & shining when its day, fairy wings, cloths around its body, antennae from forehead",Main Universe,Monsters,,,,Types: Light; Level: Baby Form
Chapter 13 (Monsters),Dream Catcher,dream-catcher,,Monster,published,"Evolves from: Dream Sprites

Giant version of DREAM SPRITES standing upright without cloths",Main Universe,Monsters,,,,Types: Light
Chapter 13 (Monsters),Morpheus Avatar,morpheus-avatar,,Monster,published,Similar to Morpheus w/short boy appearance & giant orb showcasing the dreams of every being,Main Universe,Monsters,,,,Types: Light; Level: Enrage
Chapter 13 (Monsters),Puratos (Creator Of Pure Types),puratos-creator-of-pure-types,,Monster,published,"Glowing male w/white light surrounding him, long cloak, white hair, beard, elderly, ancient attire",Main Universe,Monsters,,,,Types: Light; Level: Extreme
Chapter 13 (Monsters),Carebe,carebe,,Monster,published,White/pink bear w/giant heart shape design on its stomach & giant floppy ears,Main Universe,Monsters,,,,Types: Light; Types: Beast; Level: Ability
Chapter 13 (Monsters),Dishion,dishion,,Monster,published,Sarcophagus w/giant claws reaching out of it,Main Universe,Monsters,,,,Types: Light; Level: Battle
Chapter 13 (Monsters),Sedane,sedane,,Monster,published,"Female w/long orange cloak, short hair, wand, elfish ears, markings around skin, glowing skin",Main Universe,Monsters,,,,Types: Light; Types: Spell; Level: Battle
Chapter 13 (Monsters),Ambo Celestial,ambo-celestial,,Monster,published,,Main Universe,Monsters,,,,Types: Light; Level: Ability
Chapter 13 (Monsters),Orb surrounded by white light,orb-surrounded-by-white-light,,Monster,published,,Main Universe,Monsters,,,,
Chapter 13 (Monsters),Charon Celestial,charon-celestial,,Monster,published,"Half wolf, half warrior w/sword & 12 giant wings",Main Universe,Monsters,,,,Types: Light; Types: Soldier; Level: Battle
Chapter 13 (Monsters),Memenia Celestial,memenia-celestial,,Monster,published,"Male human w/warrior attire, sword, angelic features (wings, glowing orbs around neck)",Main Universe,Monsters,,,,Types: Light; Types: Soldier; Level: Extreme
Chapter 13 (Monsters),Ti-An Celestial,ti-an-celestial,,Monster,published,"Male w/long blue/white cloak, long beard, bald head, seraph wings, wizard hat, wand, & elfish features",Main Universe,Monsters,,,,Types: Light; Types: Spell; Level: Extreme
Chapter 13 (Monsters),Crystal Demon,crystal-demon,,Monster,published,"Small dinosaur boy w/smooth body of white pearl like structure, locked inside a prism like structure",Main Universe,Monsters,,,,Types: Light; Level: Ability
Chapter 13 (Monsters),Anectix,anectix,,Monster,published,Giant white phoenix w/colorful tails,Main Universe,Monsters,,,,Types: Light; Level: Extreme
Chapter 13 (Monsters),Nitori,nitori,,Monster,published,Floating child like being w/long ears & twin tails,Main Universe,Monsters,,,,Types: Light; Level: Ability
Chapter 13 (Monsters),Ballad Cupid,ballad-cupid,,Monster,published,White/pink stripped cupid like creature,Main Universe,Monsters,,,,Types: Light; Types: Neutral; Level: Ability
Chapter 13 (Monsters),Aldifa,aldifa,,Monster,published,White pixy w/flower like white dress & pink strips of electricity around skin,Main Universe,Monsters,,,,Types: Light; Level: Battle
Chapter 13 (Monsters),Sleeping Mormuckenti,sleeping-mormuckenti,,Monster,published,Pale woman w/diamond incrusted skin & skin tight marble suit,Main Universe,Monsters,,,,Types: Light
Chapter 13 (Monsters),Vilshire,vilshire,,Monster,published,Glow beetle like creature w/blue & gold armor,Main Universe,Monsters,,,,Types: Light; Types: Vermin; Level: Ability
Chapter 13 (Monsters),Warlow,warlow,,Monster,published,"Evolves from: Vilshire

Glow beetle like creature w/spiky breast plate, giant wings, 7 antennae (with orb on tip), twin tails",Main Universe,Monsters,,,,Types: Light; Types: Vermin
Chapter 13 (Monsters),Jigetta,jigetta,,Monster,published,"Cat like creature w/glowing pendants around body, W like structure on head (with eyes on tips), long spiky tail, & harp shaped arch on back",Main Universe,Monsters,,,,Types: Light; Types: Beast; Level: Battle
Chapter 13 (Monsters),Battle Spirit,battle-spirit,,Monster,published,"Peacock like creature w/clouds on back instead of feathers, no arms, & clouds as whiskers",Main Universe,Monsters,,,,Types: Light; Types: Aero; Level: Battle
Chapter 13 (Monsters),Aratron,aratron,,Monster,published,"Male angel w/body armor, staff, spell book, helmet, & patch on chest containing 16 million 600 souls.",Main Universe,Monsters,,,,Types: Light; Types: Spell; Level: Enrage
Chapter 13 (Monsters),Bethor,bethor,,Monster,published,"Appearance: Dog like angel w/body armor & seven swords around its body, slain warriors are pictured around his skin

A hound of heaven, Bethor uses its powerful sun based attacks to propel the shadows of Hell. It is leader of the ancient beast like army that protects the citizens of Heaven from attacks from Loki’s demonic army.",Main Universe,Monsters,,,,Types: Light; Level: Enrage
Chapter 13 (Monsters),Phaleg,phaleg,,Monster,published,"Hog like angel w/body armor, tusk, giant wings, & giant blade",Main Universe,Monsters,,,,Types: Light; Level: Enrage
Chapter 13 (Monsters),OCH,och,,Monster,published,"Falcon like angel w/body armor, hundreds of angelic symbols around armor",Main Universe,Monsters,,,,Types: Light; Level: Enrage
Chapter 13 (Monsters),Hagith,hagith,,Monster,published,"Old hag like woman w/body armor, dress, sword, spell book, & seaweed around armor",Main Universe,Monsters,,,,Types: Light; Types: Spell; Level: Enrage
Chapter 13 (Monsters),Ophiel,ophiel,,Monster,published,"Old man like angel w/armor, weaponry, surrounded by ghostly spirits, & giant staff",Main Universe,Monsters,,,,Types: Light; Level: Enrage
Chapter 13 (Monsters),Phul,phul,,Monster,published,"Aquatic triton like angel w/sword, moon/sun symbols around forehead, long orange hair, partial helmet",Main Universe,Monsters,,,,Types: Light; Level: Enrage
Chapter 13 (Monsters),Beings Of Light,beings-of-light,,Monster,published,"Ghostly like creatures resembling elfish humans w/no mouths only eyes, claws, & long cloaks",Main Universe,Monsters,,,,Types: Light; Types: Spirit; Level: Ability
Chapter 13 (Monsters),Peri,peri,,Monster,published,Angelic fairies w/giant fairy wings & glowing forms with partial battle armor & weapons,Main Universe,Monsters,,,,Types: Light; Level: Battle
Chapter 13 (Monsters),Shadow Phoenix,shadow-phoenix,,Monster,published,Black phoenix w/white strips of paint decorating its body,Main Universe,Monsters,,,,Types: Shadow; Level: Battle
Chapter 13 (Monsters),Loki,loki,,Monster,published,"Male w/green body suit, antennae, sword, claws, fangs, & horns",Main Universe,Monsters,,,,Types: Shadow; Level: Extreme
Chapter 13 (Monsters),"Zar, Loki Beast Mode",zar-loki-beast-mode,,Monster,published,"----LOKI (through Black Emerald)

Giant furry beast w/giant black orb on its tail, souls trapped in the glass structure on its stomach, giant floppy ears, claws, fangs, & giant black/white wings w/horns",Main Universe,Monsters,,,,Types: Shadow; Types: Beast
Chapter 13 (Monsters),Misery,misery,,Monster,published,"Imp like creature w/fangs, claws, blue body suit, & red eyes, short black wings",Main Universe,Monsters,,,,Types: Shadow; Level: Enrage
Chapter 13 (Monsters),Traith,traith,,Monster,published,"Imp like creature w/fangs, claws, black body suit, blue eyes, blood dripping from fangs, & short green wings (with horns)",Main Universe,Monsters,,,,Types: Shadow; Types: Spell; Level: Ability
Chapter 13 (Monsters),Wall Predator,wall-predator,,Monster,published,"Giant sting beetle like creature w/rock incrusted patches around armor, long split tail",Main Universe,Monsters,,,,Types: Shadow; Level: Ability
Chapter 13 (Monsters),Frareck,frareck,,Monster,published,"Skeleton like canine w/fangs, claws, giant black eyes, and golden armor",Main Universe,Monsters,,,,Types: Shadow; Types: Beast; Level: Enrage
Chapter 13 (Monsters),Zireck,zireck,,Monster,published,"Skeleton like cat w/fangs, claws, giant green eyes, & bluish armor",Main Universe,Monsters,,,,Types: Shadow; Types: Beast; Level: Enrage
Chapter 13 (Monsters),Bireck,bireck,,Monster,published,"Skeleton like bird w/bat like features, fangs, claws, red eyes, & reddish armor",Main Universe,Monsters,,,,Types: Shadow; Types: Beast; Types: Aero; Level: Enrage
Chapter 13 (Monsters),Sixes (Robber),sixes-robber,,Monster,published,"Female elf w/long spiky hair, torn clothing, claws, vampiric like features, & markings about death of the 7 sins around body",Main Universe,Monsters,,,,Types: Shadow; Level: Enrage
Chapter 13 (Monsters),Sixes (Suicide),sixes-suicide,,Monster,published,"Female elf w/short spiky hair, torn clothing, claws, vampiric like features, & markings of death around body",Main Universe,Monsters,,,,Types: Shadow; Level: Enrage
Chapter 13 (Monsters),Sixes (Homicide),sixes-homicide,,Monster,published,"Female elf bald head, warrior attire w/torn cloths dripping from skin, vampiric like features, & markings of war around body",Main Universe,Monsters,,,,Types: Shadow; Level: Enrage
Chapter 13 (Monsters),Blade Of Pain,blade-of-pain,,Monster,published,Giant imp like creature w/giant red wings (with horns on tip) around giant reddish/black sword,Main Universe,Monsters,,,,Types: Shadow; Types: Soldier; Level: Battle
Chapter 13 (Monsters),The Unborn Child,the-unborn-child,,Monster,published,Big fat baby w/horns,Main Universe,Monsters,,,,Types: Shadow; Level: Enrage
Chapter 13 (Monsters),The Forgiving Mother,the-forgiving-mother,,Monster,published,"Lady in White w/blood from her head, horns",Main Universe,Monsters,,,,Types: Shadow; Level: Enrage
Chapter 13 (Monsters),The Jackal,the-jackal,,Monster,published,Giant husky man w/cage around his head,Main Universe,Monsters,,,,Types: Shadow; Level: Enrage
Chapter 13 (Monsters),The Killer Twins 1,the-killer-twins-1,,Monster,published,"Boy w/warrior attire, Axe, black eyes",Main Universe,Monsters,,,,Types: Shadow; Level: Enrage
Chapter 13 (Monsters),The Killer Twins 2,the-killer-twins-2,,Monster,published,"Boy w/warrior attire, hammer, white eyes",Main Universe,Monsters,,,,Types: Shadow; Level: Enrage
Chapter 13 (Monsters),The Headless Woman,the-headless-woman,,Monster,published,"Woman in black w/cut off head, long black hair",Main Universe,Monsters,,,,Types: Shadow; Level: Enrage
Chapter 13 (Monsters),Pin Stone,pin-stone,,Monster,published,"Tall Man w/pins in his body, long straight black jacket",Main Universe,Monsters,,,,Types: Shadow; Level: Enrage
Chapter 13 (Monsters),The Daunting Sister,the-daunting-sister,,Monster,published,"Girl w/drooling make-up, long ripped white dress, long gray hair",Main Universe,Monsters,,,,Types: Shadow; Level: Enrage
Chapter 13 (Monsters),The Suicide Brother,the-suicide-brother,,Monster,published,"Boy w/weapons, pants, shirt, short black hair",Main Universe,Monsters,,,,Types: Shadow; Level: Enrage
Chapter 13 (Monsters),The Psychic Robber,the-psychic-robber,,Monster,published,"Tall man w/long overcoat, long black hair, big black hat",Main Universe,Monsters,,,,Types: Shadow; Level: Enrage
Chapter 13 (Monsters),The Weeping Father,the-weeping-father,,Monster,published,"Tall man w/black tears from his eyes, short gray hair, knife in his head",Main Universe,Monsters,,,,Types: Shadow; Level: Enrage
